SpeechID,Speech,Speaker,Location,Year
263,"They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong. $48 million.",Trump,Nashville,2020
264,"I guarantee you, if I spent 1 million on you Joe, I could find plenty wrong, because the kind of things that you've done and the kind of monies that",Trump,Nashville,2020
265,"your family has taken — I mean, your brother made money in Iraq, millions of dollars. Your other brother made a fortune, and it's all through you, Joe.",Trump,Nashville,2020
266,And they say you get some of it. And you do live very well. You have houses all over the place. You live very well.,Trump,Nashville,2020
267,"All right, gentlemen, let me just ask some questions about all of this broadly.",Moderator,Nashville,2020
268,"Vice President Biden, there have been questions about the work your son has done in China, and for Ukrainian energy company when you were Vice President.",Moderator,Nashville,2020
269,"In retrospect, was anything about those relationships inappropriate or unethical?",Moderator,Nashville,2020
270,Nothing was unethical. Here's what the deal.,Biden,Nashville,2020
271,"With regard to Ukraine, we had this whole question about whether or not, because he was on the board, I later learned, of Burisma, a company, that somehow I had done something wrong.",Biden,Nashville,2020
272,"Yet every single solitary person, when he was going through his impeachment, testifying under oath who worked for him, said I did my job impeccably. I carried out US policy.",Biden,Nashville,2020
273,"Not one, single, solitary thing was out of line. Not a single thing, number one.",Biden,Nashville,2020
274,"Number two, the guy who got in trouble in Ukraine was this guy, trying to bribe the Ukrainian government to say something negative about me, which they would not do,",Biden,Nashville,2020
275,"and did not do, because it never, ever, ever happened. My son has not made money in terms of this thing about — what are you talking about — China. I have not had it.",Biden,Nashville,2020
276,The only guy that made money from China is this guy. He's the only one. Nobody else has made money from China.,Biden,Nashville,2020
277,Let me ask my question to you.,Moderator,Nashville,2020
278,Could I just — one thing.,Trump,Nashville,2020
279,Very quickly.,Moderator,Nashville,2020
280,"His son didn't have a job for a long time, was sadly no longer in the military service, I won't get into that. And he didn't have a job.",Trump,Nashville,2020
281,"As soon as he became vice president, Burisma — not the best, not the best reputation in the world — I hear they paid him 183,000 a month.",Trump,Nashville,2020
282,"Listen to this, 183, and they gave him a $3 million upfront payment, and he had no energy experience. That's 100% dishonest.",Trump,Nashville,2020
283,I'm going to let the vice president respond to that quickly and then I have a question for you.,Moderator,Nashville,2020
284,"No basis for that. Everybody investigated that, no one said anything he did was wrong in Ukraine.",Biden,Nashville,2020
285,"OK, President Trump, this is for you. Since you took office, you've never divested from your business. You've personally promoted your properties abroad.",Moderator,Nashville,2020
286,"A report this week, which was referenced, does indicate that your company has a bank account in China. So how can voters know that you don't have any foreign conflicts of interest?",Moderator,Nashville,2020
287,"I have many bank accounts and they're all listed and they're all over the place. I mean, I was a businessman doing business.",Trump,Nashville,2020
288,"The bank account you're referring to — which is, everybody knows about it, it's listed — the bank account was in 2013. That's what it was. It was opened.",Trump,Nashville,2020
289,"It was closed in 2015, I believe, and then I decided, because I was going to do, I was thinking about doing a deal in China, like millions of other",Trump,Nashville,2020
290,"people, I was thinking about it. And I decided I'm not going to do it, didn't like it, I decided not to do it, had an account open and I closed it.",Trump,Nashville,2020
291,OK.,Moderator,Nashville,2020
292,"Excuse me, and then unlike him, where he's Vice President, and he does business, I then decided to run for president after that. That was before.",Trump,Nashville,2020
293,"So I closed it before I even ran for president, let alone became president, big difference.",Trump,Nashville,2020
294,"He is the Vice President of the United States, and his son, his brother and his other brother are getting rich, they're like a vacuum cleaner, there's something —",Trump,Nashville,2020
295,"We do need to move on. I do want to ask you, Vice President Biden, about China. Let's talk about China more broadly.",Moderator,Nashville,2020
296,"There have, of course, President Trump has said that they should pay for not being fully transparent in regards to the coronavirus.",Moderator,Nashville,2020
297,"If you were president, would you make China pay and please be specific, what would that look like?",Moderator,Nashville,2020
298,"What I'd make China do is play by the international rules, not like he has done. He has caused the deficit in China to go up not down — with China, go up not down.",Biden,Nashville,2020
299,"We are making sure that in order to do business in China, you have to give all your intellectual property. You have to get/have a partner in China, it is 51%.",Biden,Nashville,2020
300,"We would not do that at all, number one. Number two, we're in a situation where China would have to play by the rules internationally as well.",Biden,Nashville,2020
301,"When I met with Xi, and when I was still vice president, he said 'we're setting up air identification zones in the South China Sea, you can't fly through them.'",Biden,Nashville,2020
302,"I said, 'we're gonna fly through them. We just flew B52/B1 bombers through it. We're not going to pay attention.' They have to play by the rules, and what's he do?",Biden,Nashville,2020
303,"He embraces guys like the thugs like in North Korea, and, and, and the Chinese president and Putin and others, and he pokes his finger in the eye of all",Biden,Nashville,2020
304,"our friends, all of our allies. We make up only — we' re 25%. 25% of the world's economy.",Biden,Nashville,2020
305,"We need to be having the rest of our friends with us, saying to China, these are the rules.",Biden,Nashville,2020
306,"You play by them or you're going to pay the price for not paying by them, economically. That's the way I will run it.",Biden,Nashville,2020
307,And that's what we did and upholding steel tariffs and a range of other things when we were president and vice president.,Biden,Nashville,2020
308,"All right, let's talk about North Korea.",Moderator,Nashville,2020
309,"Excuse me, no, I have to respond to this.",Trump,Nashville,2020
310,"OK, very quickly and then we're gonna have...",Moderator,Nashville,2020
311,His son walked out with a billion and a half dollars from China —,Trump,Nashville,2020
312,Not true.,Biden,Nashville,2020
313,"— after spending 10 minutes in office and being an Air Force Two, number one. Number two, there's a very strong email, talking about your family wanting to make $10 million a year for introductions.",Trump,Nashville,2020
314,That is not true.,Biden,Nashville,2020
315,"President Trump, on China policy, though. What are you gonna do? What specifically are you going to do to make China pay?",Moderator,Nashville,2020
316,"First of all, China is paying. They're paying billions and billions of dollars. I just gave $28 billion.",Trump,Nashville,2020
317,Through sanctions?,Moderator,Nashville,2020
318,I just gave $28 billion to our farmers.,Trump,Nashville,2020
319,Taxpayers money.,Biden,Nashville,2020
320,It's what?,Trump,Nashville,2020
321,Taxpayers money.,Biden,Nashville,2020
322,"No, the taxpayers. It's called China.",Trump,Nashville,2020
323,Not true.,Biden,Nashville,2020
324,"China pays for $28 billion and you know what they did to pay it, Joe? They devalued their currency and they also paid up, and you know who got the money? Our farmers.",Trump,Nashville,2020
325,"Our great farmers, because they would target it. You never charge them anything. Also, I charged them 25% on dumped steel, because they were killing our steel industry.",Trump,Nashville,2020
326,"We were not going to have a steel, and now we have a steel industry",Trump,Nashville,2020
327,"OK, Vice President Biden, your response, please?",Moderator,Nashville,2020
328,This isn't about me. There's a reason why he's bringing up all this malarkey. There's a reason for it. He doesn't want to talk about the substantive issues.,Biden,Nashville,2020
329,"It's not about his family and my family. It's about your family, and your family's hurting badly. If you're making less than, if you're a middle class family, you're getting hurt badly right now.",Biden,Nashville,2020
330,"You're sitting at the kitchen table this morning deciding, well, we can't get new tires, they're bald, because we have to wait another month.",Biden,Nashville,2020
331,"Or, so are we going to be able to pay the mortgage? Who's going to tell her, she can't go back to community college?",Biden,Nashville,2020
332,They're the decisions you're making in the middle class families like I grew up in Scranton and Claymot. They're in trouble.,Biden,Nashville,2020
333,We should be talking about your families but that's the last thing he wants to talk about.,Biden,Nashville,2020
334,"I wanted to say, I want to tell —",Moderator,Nashville,2020
335,"That is a typical statement. Just 10 seconds, please.",Trump,Nashville,2020
336,"10 seconds Mr President, 10 seconds.",Moderator,Nashville,2020
337,"Just a typical political statement. Let's get off this China thing, and then he looks — the family, around the table, everything. Just a typical politician when I see that.",Trump,Nashville,2020
338,"All right, let's talk —",Moderator,Nashville,2020
339,"I'm not a typical politician, that's why I got elected.",Trump,Nashville,2020
340,Let's talk about —,Moderator,Nashville,2020
341,"Let's get off the subject of China, let's talk around sitting around the table. Come on, Joe, you can do better.",Trump,Nashville,2020
342,"We're gonna talk about North Korea now. President Trump, you've met with North Korean leader Kim Jong Un's three times.",Moderator,Nashville,2020
343,"You've talked about your beautiful letters with him, you've touted the fact that there hasn't been a war or a long range missile test, and yet North Korea recently rolled",Moderator,Nashville,2020
344,out its biggest ever intercontinental ballistic missile and continues to develop its nuclear arsenal. Do you see that as a betrayal of the relationship?,Moderator,Nashville,2020
345,Just 30 seconds here because we need to get on to the next topic.,Moderator,Nashville,2020
346,"When I met with Barack Obama, we sat in the White House, right at the beginning had a great conversation, was supposed to be 15 minutes and it was well over an hour.",Trump,Nashville,2020
347,He said the biggest problem we have is North Korea. He indicated we will be in a war with North Korea.,Trump,Nashville,2020
348,"Guess what, it would be a nuclear war, and he does have plenty of nuclear capability.",Trump,Nashville,2020
349,"In the meantime, I have a very good relationship with him, different kind of a guy but he probably thinks the same thing about me. We have a different kind of relationship.",Trump,Nashville,2020
350,"We have a very good relationship, and there's no war. And you know, about two months ago, he broke into a certain area.",Trump,Nashville,2020
351,"They said, 'oh there's going to be trouble.' I said, 'No, they're not.",Trump,Nashville,2020
352,"Because he's not going to do that.' And I was right. :ook, instead of being in a war where millions of people — Seoul, you know, is 25 miles away,",Trump,Nashville,2020
353,"millions and millions, 32 million people in Seoul — millions of people would be dead right now. We don't have a war, and I have a good relationship.",Trump,Nashville,2020
354,"Vice President Biden, North Korea conducted four nuclear tests under the Obama administration. Why do you think you would be able to rein in this persistent threat?",Moderator,Nashville,2020
355,"Because I'd make it clear, which we were making clear to China, they had to be part of the deal, because here's the root.",Biden,Nashville,2020
356,"I made it clear, as a spokesperson for the administration when I went to China, they said, 'Why are you moving your missile defense up so close? Why are you moving more forces?",Biden,Nashville,2020
357,"Why are you continuing to do military maneuvers with South Korea?' I said, 'Because North Korea is a problem. And we're going to continue to do it so we can control them.",Biden,Nashville,2020
358,"We're going to make sure we can control them and make sure they can not hurt us. And so if you want to do something about it, step up.",Biden,Nashville,2020
359,"And help if not, it's going to continue.' What has he done?",Biden,Nashville,2020
360,"He's legitimized North Korea, he's talked about his good buddy who's a thug, a thug, and he talks about how we're better off, and they have much more capable missiles,",Biden,Nashville,2020
361,"able to reach U.S. territory, much more easily than ever did before.",Biden,Nashville,2020
362,"Let me follow up with you, Vice President Biden, you've said you wouldn't meet with Kim Jong Un without preconditions. Are there any conditions under which you would meet with him?",Moderator,Nashville,2020
363,On the condition that he would agree that he would be drawing down his nuclear capacity to get there. The Korean Peninsula should be a nuclear free zone.,Biden,Nashville,2020
364,"All right, let's move on to American families.",Moderator,Nashville,2020
365,"Kristen, they tried to meet with him.",Trump,Nashville,2020
366,"Very quickly. 10 seconds, President Trump.",Moderator,Nashville,2020
367,"They tried to meet with him, he wouldn't do it. He didn't like Obama. He didn't like him. He wouldn't do it.",Trump,Nashville,2020
368,"OK, I've got to give him a chance to respond.",Moderator,Nashville,2020
369,"They tried, he wouldn't do it. And that's okay. You know what, North Korea, we're not in a war. We have a good relationship.",Trump,Nashville,2020
370,"You know, people don't understand — having a good relationship with leaders of other countries is a good thing.",Trump,Nashville,2020
371,"President Trump, we have to move on. We have a lot of questions to get through.",Moderator,Nashville,2020
372,"We had a good relationship with Hitler before he in fact invaded Europe, the rest of Europe. Come on.",Biden,Nashville,2020
373,"The reason he would not meet with President Obama is because President Obama said we're gonna talk about denuclearization, we're not gonna legitimize you, we're gonna continue to put stronger and stronger sanctions on you.",Biden,Nashville,2020
374,That's why he wouldn't meet with us.,Biden,Nashville,2020
375,And it didn't happen.,Trump,Nashville,2020
376,Let's move on and talk about American families.,Moderator,Nashville,2020
377,"Excuse me, he left me a mess, Kristen. They left me a mess. North Korea was a mess.",Trump,Nashville,2020
378,"We need to move on so that we have time to get to all our questions tonight, President Trump.",Moderator,Nashville,2020
379,"Remember the first two or three months. There was a very dangerous period in my first three months, before we sort of worked things out a little bit.",Trump,Nashville,2020
380,"They left us a mess, and Obama would be – I think, the first to say — it was the single biggest problem, he thought, that our country had.",Trump,Nashville,2020
381,"All right, let's move on to American families and the economy. One of the issues that's most important to them is health care, as you both know.",Moderator,Nashville,2020
382,"Today, there was a key vote on a new Supreme Court Justice Amy Coney Barrett, and healthcare is at the center of her confirmation fight.",Moderator,Nashville,2020
383,"Over 20 million Americans get their health insurance through the Affordable Care Act. It's headed to the Supreme Court, and your administration, Mr. President, is advocating for the court to overturn it.",Moderator,Nashville,2020
384,"If the supreme court does overturn that law, those 20 million Americans could lose their health insurance almost overnight. So what would you do if those people have their health insurance taken away?",Moderator,Nashville,2020
385,You have two minutes uninterrupted.,Moderator,Nashville,2020
386,"First of all, I've already done something that nobody thought was possible. Through the legislature, I terminated the individual mandate. That is the worst part of Obamacare, as we call it.",Trump,Nashville,2020
387,The individual mandate -- we have to pay a fortune for the privilege of not having to pay for bad health insurance. I terminate it; it's gone.,Trump,Nashville,2020
388,"Now it's in court, because Obamacare is no good.",Trump,Nashville,2020
389,"But then I made a decision, 'Run it as well as you can' -- to my people, great people -- 'Run it as well as you can.' I could have",Trump,Nashville,2020
390,"gone the other route and made everybody very unhappy. They ran it. Premiums are down, everything's down. Here's the problem. No matter how well you run it, it's no good.",Trump,Nashville,2020
391,What we'd like to do is terminate it. We have the individual mandate done. I don't know that it's going to work.,Trump,Nashville,2020
392,"If we don't win, we will have to run it and we'll have Obamacare, but it will be better run. But it no longer is Obamacare. Because without the individual mandate, it is much different.",Trump,Nashville,2020
393,"Pre-existing conditions will always stay. What I would like to do is a much better health care, much better.",Trump,Nashville,2020
394,"We'll always protect people with pre existing -- so I'd like to terminate Obamacare, come up with a brand new beautiful health care. The Democrats will do it because there'll be tremendous pressure on them.",Trump,Nashville,2020
395,"And we might even have the House at that time. And I think we're going to win the House, okay? You'll see, but I think we're gonna win the House.",Trump,Nashville,2020
396,"But come up with a better health care, always protecting people with pre existing conditions -- and one thing very important.",Trump,Nashville,2020
397,"We have 180 million people out there that have great private health care, far more than we're talking about with Obamacare. Joe Biden is going to terminate all of those policies.",Trump,Nashville,2020
398,"These are people that love the health care, people that have been successful -- middle income people -- been successful.",Trump,Nashville,2020
399,"They have 180 million plans, 180 million people, families under what he wants to do, which will basically be socialized medicine. He won't even have a choice. They want to terminate 180 million plans.",Trump,Nashville,2020
400,We have done an incredible job with health care. And we're going to do even better.,Trump,Nashville,2020
401,"OK. Vice President Biden, yes, this is for you. Your health care plan calls for building on Obamacare.",Moderator,Nashville,2020
402,"So my question is, what is your plan if the law is ruled unconstitutional by the Supreme Court? You have two minutes uninterrupted.",Moderator,Nashville,2020
403,What I'm going to do is pass Obamacare with a public option -- become Bidencare.,Biden,Nashville,2020
404,"Public option is an option that says that if you, in fact, do not have the wherewithal to be -- if you qualify for Medicaid, and you do not have",Biden,Nashville,2020
405,"the wherewithal in your state to get Medicaid, you automatically are enrolled, providing competition for insurance companies. That's what's going to happen.",Biden,Nashville,2020
406,"Secondly, we're going to make sure we reduce the premiums and reduce drug prices by making sure that there's competition that doesn't exist now by allowing Medicare to negotiate drug prices with the insurance companies.",Biden,Nashville,2020
407,"Thirdly, the idea that I want to eliminate private insurance -- the reason why I had such a fight for, with 20 candidates for the nomination, was I support private insurance.",Biden,Nashville,2020
408,"That's why I did not -- not one single person, private insurance, would lose their insurance under my plan, nor did they under Obamacare.",Biden,Nashville,2020
409,"They did not lose their insurance, unless they chose they wanted to go to something else.",Biden,Nashville,2020
410,"Lastly, we're going to make sure we're in a situation that we've actually protect pre existing -- there's no way he can protect pre existing conditions. None, zero, you can't do it in the ether.",Biden,Nashville,2020
411,He's been talking about this for a long time. There is no -- he's never come up with a plan.,Biden,Nashville,2020
412,"I guess we're gonna get the pre existing condition plan the same time we get the infrastructure plan that we waited since 17, 18, 19, 20.",Biden,Nashville,2020
413,"The fact that -- I still have a little, a few more minutes, I know you're getting anxious -- the fact is that he's already cost the American people because",Biden,Nashville,2020
414,"of his terrible handling of the COVID virus and economic spillover. 10 million people have lost their private insurance, and he wants to take away 22 million more people who",Biden,Nashville,2020
415,"have been under Obamacare, and over 110 million people with pre existing conditions. And all the people from COVID are going to have pre existing conditions. What are they going to do?",Biden,Nashville,2020
416,"I have a follow up for you, Vice President Biden, it relates to something that President Trump said. He's accusing you of wanting socialized medicine.",Moderator,Nashville,2020
417,"What do you say to people who have concerns that your health care plan, which includes a government insurance option, takes the country one step closer to a health care",Moderator,Nashville,2020
418,system run entirely by the government?,Moderator,Nashville,2020
419,"What he's saying, it's ridiculous. It's like saying that, you know, we're the idea that, the fact that there's a public option that people can choose, that makes the socialist plan?",Biden,Nashville,2020
420,"Look, the difference between the president -- I think health care is not a privilege, it's a right. Everyone should have the right to have affordable health care.",Biden,Nashville,2020
421,And I am very proud of my plan.,Biden,Nashville,2020
422,"It's gotten endorsed by all the major labor unions as well as, as well as a whole range of other people who in fact, are concerned in the medical field.",Biden,Nashville,2020
423,This is something that's going to save people's lives.,Biden,Nashville,2020
424,"And this is going to give some people an opportunity, an opportunity to have health care for their children, how many of you home are worried and rolling around in",Biden,Nashville,2020
425,"bed at night wondering what in God's name are you going to do if you get sick? Because you've lost your home insurance, your health insurance, your company's gone under.",Biden,Nashville,2020
426,"We have to provide health insurance for people at an affordable rate, and that's what I do.",Biden,Nashville,2020
427,"President Trump, your response.",Moderator,Nashville,2020
428,"Excuse me, he was there for 47 years -- he didn't do it. He was now there as Vice President for eight years.",Trump,Nashville,2020
429,"And it's not like it was 25 years ago, it was three and three quarters. It was just a little while ago, right? Less than four years ago. He didn't do anything.",Trump,Nashville,2020
430,He didn't do it. He wants socialized medicine.,Trump,Nashville,2020
431,"And it's not that he wants it, his vice president -- I mean, she is more liberal than Bernie Sanders and wants it even more, Bernie Sanders wants it, the Democrats want it.",Trump,Nashville,2020
432,You're going to have socialized medicine.,Trump,Nashville,2020
433,"Just like you went on with fracking -- 'We're not going to have fracking, we're going to stop fracking, we're going to stop fracking.' Then he goes to Pennsylvania after",Trump,Nashville,2020
434,"he gets the nomination -- well he got very lucky to get it. And he goes to Pennsylvania, and he says, 'Oh, we're gonna have fracking.' And you never asked a question.",Trump,Nashville,2020
435,"And by the way, so far, I respect very much the way you're handling this, I have to say. But by the way, somebody should ask the question. He goes for a year --",Trump,Nashville,2020
436,We do have a number of -- we have a number of topics.,Moderator,Nashville,2020
437,"No, no, but that's a question --",Trump,Nashville,2020
438,We're gonna get to it --,Moderator,Nashville,2020
439,It's the same thing with socialized medicine.,Trump,Nashville,2020
440,"Vice President, your response.",Moderator,Nashville,2020
441,"My response is people deserve to have affordable health care -- period. Period, period, period. And the Bidencare proposal will, in fact, provide for that affordable health care, lower premiums.",Biden,Nashville,2020
442,What we're going to do is going to cost some money; it's going to cost over $750 billion over 10 years to do it.,Biden,Nashville,2020
443,"And they're going to have lower premiums, you can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly.",Biden,Nashville,2020
444,"He keeps talking about it. He hasn't done a thing for anybody on health care, not a thing.",Biden,Nashville,2020
445,"Kristen, when he says --",Trump,Nashville,2020
446,"Very quickly, then I want to talk about what's happening on Capitol Hill",Moderator,Nashville,2020
447,"When he says public health option, he is talking about socialized medicine and health care.",Trump,Nashville,2020
448,"When he talks about a public option, he's talking about destroying your Medicare, totally destroying -- he's destroying your Social Security. And this whole country will come down.",Trump,Nashville,2020
449,"You know, Bernie Sanders tried it in his state. His governor was a very liberal governor, they wanted to make it work --",Trump,Nashville,2020
450,Let's see if --,Moderator,Nashville,2020
451,-- it was impossible --,Trump,Nashville,2020
452,"Vice President Biden, your response.",Moderator,Nashville,2020
453,"He thinks he's running against someone else. He's running against Joe Biden. I beat all those other people because I disagreed with them. Joe Biden, he's running against.",Biden,Nashville,2020
454,"And the idea that we're in a situation and want to destroy Medicare -- this is the guy that the actuary of Medicare said, 'If in fact' -- and, social",Biden,Nashville,2020
455,"security -- 'If, in fact, he continues to withhold his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023, with no way to pay",Biden,Nashville,2020
456,"for it. This is a guy who's tried to cut Medicare. So I don't know. I mean, the idea that Donald Trump is lecturing me on Social Security and Medicare? Come on.",Biden,Nashville,2020
457,He tried to get rid of --,Trump,Nashville,2020
458,"Vice Presiden, Mr. President, I'm going to have to go on to another question --",Moderator,Nashville,2020
459,"-- he tried to hurt Social Security years ago, years ago. Go back and look at the records. He tried to hurt Social Security you've got --",Trump,Nashville,2020
460,"All right, let's move on to the next question.",Moderator,Nashville,2020
461,"They say the stock market will rule if I'm elected. If he's elected, the stock market will crash.",Trump,Nashville,2020
462,"OK, let's move on to the next question.",Moderator,Nashville,2020
463,May I respond?,Biden,Nashville,2020
464,Very quickly.,Moderator,Nashville,2020
465,"The idea that the stock market is booming is his only measure of what's happening. Where I come from, in Scranton and Claymont, the people don't live off of the stock market.",Biden,Nashville,2020
466,"Just in the last three, three years during this crisis, the billionaires in this country made, according to the Wall Street, $700 billion more dollars. $700 billion more dollars. Because that's his only measure.",Biden,Nashville,2020
467,What happens to the ordinary people out there? What happens to them?,Biden,Nashville,2020
468,401k's are through the roof. 401k --,Trump,Nashville,2020
469,"All right, let's move on.",Moderator,Nashville,2020
470,"-- are through the roof. And he doesn't come from Scranton. That's like, what -- he lived there for a short period of time before he even knew --",Trump,Nashville,2020
471,We're gonna move on --,Moderator,Nashville,2020
472,And he left. And the people of Pennsylvania will tell you that.,Trump,Nashville,2020
473,"-- to my next question, gentlemen. As of tonight, more than 12 million people are out of work.",Moderator,Nashville,2020
474,"And as of tonight, 8 million more homes have fallen into poverty, and more families are going hungry every day. Those hit hardest are women and people of color.",Moderator,Nashville,2020
475,"They see Washington fighting over a relief bill. Mr. President, why haven't you been able to get them the help they need? 30 seconds here.",Moderator,Nashville,2020
476,Because Nancy Pelosi doesn't want to approve it. I do.,Trump,Nashville,2020
477,But you're the president.,Moderator,Nashville,2020
478,"I do. But I still have to get, unfortunate -- that's one of the reasons I think we're going to take over the House, because of her. Nancy Pelosi doesn't want to approve anything.",Trump,Nashville,2020
479,"She'd love to have some victories on a date called November 3. Nancy Pelosi does not want to approve it. We are ready, willing and able to do something.",Trump,Nashville,2020
480,"Don't forget, we've already approved three plans. And it's gone through, including the Democrats, in all fairness. This one she doesn't want. It's near the election, because she thinks it helps her politically.",Trump,Nashville,2020
481,I think it hurts her politically.,Trump,Nashville,2020
482,"All right, Mr. Vice President --",Moderator,Nashville,2020
483,"You know, the Republican leader in the United States Senate said he can't -- he will not pass it. He does not have Republican votes. Why isn't he talking to his Republican friends?",Biden,Nashville,2020
484,"Let me follow up with you, Vice President",Moderator,Nashville,2020
485,"If we made a deal, we'd have --",Trump,Nashville,2020
486,Let me ask Vice President Biden the question. You are the leader of the Democratic Party. Why have you not Democrats to get a deal for the American people?,Moderator,Nashville,2020
487,"Well, I have and they have pushed it. Look, they passed this act all the way back in the beginning of the summer. This is like -- it's not new. It's been out there.",Biden,Nashville,2020
488,The HEROES Act has been sitting there. And look at what's happening.,Biden,Nashville,2020
489,"When I was in charge of the Recovery Act with $800 billion, I was able to get $145 billion to local communities that have to balance their budget to states",Biden,Nashville,2020
490,"that have to balance their budgets, so then they have to fire fire -- they have to fire firefighters, teachers, first responders, law enforcement officers, so they can keep their",Biden,Nashville,2020
491,"cities and counties running. He will not support that. They have not done a thing for them. And Mitch McConnell said, 'Let him go bankrupt. Let him go bankrupt.' Come on.",Biden,Nashville,2020
492,What's the matter with these --,Biden,Nashville,2020
493,"The bill that was passed in the House was a bailout of badly run high crime, Democrat, all run by Democrats, cities and states.",Trump,Nashville,2020
494,"It was a way of getting a lot of money, billions and billions of dollars to these cities.",Trump,Nashville,2020
495,It was also a way of getting a lot of money from our people's pockets to people that come into our country illegally. We were going to take care of everything for them.,Trump,Nashville,2020
496,"And what that does, and I'd love to do that, I'd love to help them. But what that does, everybody all over the world will start pouring into our country. We can't do it.",Trump,Nashville,2020
497,This was a way of taking care of them.,Trump,Nashville,2020
498,"This was a way of sending them things that had nothing to do with COVID, as for your question, but it was really a big bailout for badly run Democrat cities and states.",Trump,Nashville,2020
499,I want --,Moderator,Nashville,2020
500,"All right, if I get elected, I'm not gonna -- I'm running as a proud Democrat, but I'm gonna be an American president. I don't see red states and blue states.",Biden,Nashville,2020
501,"What I see is American United States. And folks, every single state out there finds themselves in trouble. They're going to start laying off, whether they're red or blue.",Biden,Nashville,2020
502,"Cops, firefighters, first responders, teachers -- because they have to balance their budget. And the founders were smart. They allowed the federal government to deficit spend to compensate for the United States of America.",Biden,Nashville,2020
503,"I want to talk about the minimum wage, gentlemen. Mr. Vice President, we are talking a lot about struggling small businesses and business owners today.",Moderator,Nashville,2020
504,"Do you think this is the right time to ask them to raise the minimum wage? You, of course, support a $15 minimum wage.",Moderator,Nashville,2020
505,"I do, because I think one of the things we're gonna have to do is we're gonna have to bail them out, too. We should be bailing them out now, those small businesses.",Biden,Nashville,2020
506,You've got one in six of them going under. They're not going to be able to make it back.,Biden,Nashville,2020
507,"They passed a package that allows us to be able to call PPP, money that's supposed to go to help them do everything from organize how they could deal with their businesses being open safely.",Biden,Nashville,2020
508,"Schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in. They need the help, the businesses, as well as the schools, need the help.",Biden,Nashville,2020
509,"But this, these guys will not help them. He is not giving them any of the money.",Biden,Nashville,2020
510,We are going to move on --,Moderator,Nashville,2020
511,"For small businesses -- by raising the minimum wage and helping, I think it should be a state option. Alabama is different than New York, New York is different from Vermont. Every state is different.",Trump,Nashville,2020
512,It should be a state option. So it's very important. We have to help our small business --,Trump,Nashville,2020
513,You said --,Moderator,Nashville,2020
514,"How are you helping small businesses, when you're forcing wages. What's going to happen and what's been proven to happen is when you do that these firemen",Trump,Nashville,2020
515,Well you said you would consider raising the federal minimum wage to $15 a hour --,Moderator,Nashville,2020
516,Say again?,Trump,Nashville,2020
517,You said recently you would consider raising the federal minimum wage to $15 an hour. Is that still the case?,Moderator,Nashville,2020
518,"What I'd really like, I would consider it to an extent.",Trump,Nashville,2020
519,I really like what I -- in a second administration -- but not to a level that's going to put all these businesses out of business. It should be a state option.,Trump,Nashville,2020
520,"Look, I have a read on different places, I know different places. They're all different. Some places, $15 is not so bad. In other places, other states, $15 --",Trump,Nashville,2020
521,"OK, President Trump, thank you. Quick response, Vice President Biden",Moderator,Nashville,2020
522,"Two jobs, one job below poverty. People are making 6, 7, 8 bucks an hour. These first responders we all clap for as they come down the street, because they've allowed us to make it.",Biden,Nashville,2020
523,What's happening? They deserve a minimum wage of $15. Anything below that put you below the poverty level.,Biden,Nashville,2020
524,"And there is no evidence that when you raise the minimum wage, business has gone out of business. That is simply not true. On immigration",Biden,Nashville,2020
525,"We're going to talk about immigration. We're going to talk about immigration, now, gentlemen, and we're going to talk about families within this context. Mr.",Moderator,Nashville,2020
526,"President, your administration separated children from their parents at the border, at least 4000 kids, You've since reversed your zero tolerance policy, but the United States can't locate the parents of more than 500 children.",Moderator,Nashville,2020
527,So how will these families ever be reunited?,Moderator,Nashville,2020
528,"Children are brought here by coyotes and lots of bad people, cartels, and they're brought here and it's easy to use them to get into our country.",Trump,Nashville,2020
529,"We now have a stronger border as we've ever had. We're over 400 miles of brand new wall, you see the numbers, and we let people in, but they have to come in legally.",Trump,Nashville,2020
530,But how will you reunite these kids with their families?,Moderator,Nashville,2020
531,"Let me just say. They built cages. You know, they used to say I built the cages. And then they had a picture in the newspaper.",Trump,Nashville,2020
532,"There was a picture of these horrible cages and they said, 'Look at these cages, President Trump built them.' And then it was determined they were built in 2014. That was him.",Trump,Nashville,2020
533,Do you have a plan to reunite the kids?,Moderator,Nashville,2020
534,"Yes, we're working on a very -- we're trying very hard. But a lot of these kids come up without the parents, they come over through cartels and the coyotes and through gangs.",Trump,Nashville,2020
535,"Vice President Biden, let me bring you into this conversation. Quick response and then another question to you.",Moderator,Nashville,2020
536,"These 500 plus kids came with parents. They separated them at the border to make it a disincentive to come to begin with. Big real tough, really strong. And guess what?",Biden,Nashville,2020
537,"They cannot -- it's not coyotes that bring them over, their parents were with them. They got separated from their parents.",Biden,Nashville,2020
538,And it makes us a laughingstock and violates every judge of who we are as a nation.,Biden,Nashville,2020
539,Let me ask you a follow up --,Moderator,Nashville,2020
540,"Kristen, they did it, we changed the policy. They did it. We changed it. They set up the cages. They -- who built the cages?",Trump,Nashville,2020
541,So let's talk about --,Biden,Nashville,2020
